circuit_id,num_qubits,depth,depth_multiplier,entanglement,noise_type,error_rate,observable_name,x_noisy,x_ideal
11,8,2,1,full,amplitude_damping,0.001,Z3Z4,0.200831388,0.202742231
11,8,2,1,full,amplitude_damping,0.001,Z4Z5,0.025731966,0.025717287
11,8,2,1,full,amplitude_damping,0.001,Z5Z6,0.250920889,0.251268664
11,8,2,1,full,amplitude_damping,0.001,Z6Z7,0.032927015,0.033320404
11,8,2,1,full,amplitude_damping,0.01,Z0,0.826465178,0.840303859
11,8,2,1,full,amplitude_damping,0.01,Z1,-0.264726444,-0.27574081
11,8,2,1,full,amplitude_damping,0.01,Z2,0.514222999,0.517925413
11,8,2,1,full,amplitude_damping,0.01,Z3,-0.182375839,-0.208359286
11,8,2,1,full,amplitude_damping,0.01,Z4,-0.022534139,-0.036265532
11,8,2,1,full,amplitude_damping,0.01,Z5,0.081548921,0.0792254
11,8,2,1,full,amplitude_damping,0.01,Z6,-0.029286808,-0.042761978
11,8,2,1,full,amplitude_damping,0.01,Z7,-0.134608028,-0.151009072
11,8,2,1,full,amplitude_damping,0.01,Z0Z1,-0.285126832,-0.301142244
11,8,2,1,full,amplitude_damping,0.01,Z1Z2,-0.001141982,-0.008396983
11,8,2,1,full,amplitude_damping,0.01,Z2Z3,-0.128888882,-0.14074287
11,8,2,1,full,amplitude_damping,0.01,Z3Z4,0.184262246,0.202742231
11,8,2,1,full,amplitude_damping,0.01,Z4Z5,0.02585652,0.025717287
11,8,2,1,full,amplitude_damping,0.01,Z5Z6,0.247796629,0.251268664
11,8,2,1,full,amplitude_damping,0.01,Z6Z7,0.029592484,0.033320404
11,8,2,1,full,amplitude_damping,0.1,Z0,0.713941106,0.840303859
11,8,2,1,full,amplitude_damping,0.1,Z1,-0.164174109,-0.27574081
11,8,2,1,full,amplitude_damping,0.1,Z2,0.484244006,0.517925413
11,8,2,1,full,amplitude_damping,0.1,Z3,0.02185852,-0.208359286
11,8,2,1,full,amplitude_damping,0.1,Z4,0.091201871,-0.036265532
11,8,2,1,full,amplitude_damping,0.1,Z5,0.121529303,0.0792254
11,8,2,1,full,amplitude_damping,0.1,Z6,0.084618489,-0.042761978
11,8,2,1,full,amplitude_damping,0.1,Z7,0.008555043,-0.151009072
11,8,2,1,full,amplitude_damping,0.1,Z0Z1,-0.15953366,-0.301142244
11,8,2,1,full,amplitude_damping,0.1,Z1Z2,0.054422801,-0.008396983
11,8,2,1,full,amplitude_damping,0.1,Z2Z3,-0.022807823,-0.14074287
11,8,2,1,full,amplitude_damping,0.1,Z3Z4,0.073572698,0.202742231
11,8,2,1,full,amplitude_damping,0.1,Z4Z5,0.028468015,0.025717287
11,8,2,1,full,amplitude_damping,0.1,Z5Z6,0.219286542,0.251268664
11,8,2,1,full,amplitude_damping,0.1,Z6Z7,0.015349061,0.033320404
11,8,2,1,full,depolarizing,0.001,Z0,0.73517436,0.840303859
11,8,2,1,full,depolarizing,0.001,Z1,-0.243679978,-0.27574081
11,8,2,1,full,depolarizing,0.001,Z2,0.46232867,0.517925413
11,8,2,1,full,depolarizing,0.001,Z3,-0.187871659,-0.208359286
11,8,2,1,full,depolarizing,0.001,Z4,-0.0330299,-0.036265532
11,8,2,1,full,depolarizing,0.001,Z5,0.072885722,0.0792254
11,8,2,1,full,depolarizing,0.001,Z6,-0.039737506,-0.042761978
11,8,2,1,full,depolarizing,0.001,Z7,-0.140468963,-0.151009072
11,8,2,1,full,depolarizing,0.001,Z0Z1,-0.250133402,-0.301142244
11,8,2,1,full,depolarizing,0.001,Z1Z2,0.017776405,-0.008396983
11,8,2,1,full,depolarizing,0.001,Z2Z3,-0.119357983,-0.14074287
11,8,2,1,full,depolarizing,0.001,Z3Z4,0.176281701,0.202742231
11,8,2,1,full,depolarizing,0.001,Z4Z5,0.022862571,0.025717287
11,8,2,1,full,depolarizing,0.001,Z5Z6,0.222361346,0.251268664
11,8,2,1,full,depolarizing,0.001,Z6Z7,0.029151725,0.033320404
11,8,2,1,full,depolarizing,0.01,Z0,0.207250012,0.840303859
11,8,2,1,full,depolarizing,0.01,Z1,-0.075564314,-0.27574081
11,8,2,1,full,depolarizing,0.01,Z2,0.157703165,0.517925413
11,8,2,1,full,depolarizing,0.01,Z3,-0.070492602,-0.208359286
11,8,2,1,full,depolarizing,0.01,Z4,-0.013632711,-0.036265532
11,8,2,1,full,depolarizing,0.01,Z5,0.033091016,0.0792254
11,8,2,1,full,depolarizing,0.01,Z6,-0.019845449,-0.042761978
11,8,2,1,full,depolarizing,0.01,Z7,-0.07078985,-0.151009072
11,8,2,1,full,depolarizing,0.01,Z0Z1,-0.043021435,-0.301142244
11,8,2,1,full,depolarizing,0.01,Z1Z2,0.078158524,-0.008396983
11,8,2,1,full,depolarizing,0.01,Z2Z3,-0.025052284,-0.14074287
11,8,2,1,full,depolarizing,0.01,Z3Z4,0.047410567,0.202742231
11,8,2,1,full,depolarizing,0.01,Z4Z5,0.007355651,0.025717287
11,8,2,1,full,depolarizing,0.01,Z5Z6,0.069805518,0.251268664
11,8,2,1,full,depolarizing,0.01,Z6Z7,0.008218044,0.033320404
11,8,2,1,full,depolarizing,0.1,Z0,0.005935242,0.840303859
11,8,2,1,full,depolarizing,0.1,Z1,-0.002782307,-0.27574081
11,8,2,1,full,depolarizing,0.1,Z2,0.007465746,0.517925413
11,8,2,1,full,depolarizing,0.1,Z3,-0.004290627,-0.208359286
11,8,2,1,full,depolarizing,0.1,Z4,-0.001066851,-0.036265532
11,8,2,1,full,depolarizing,0.1,Z5,0.003329479,0.0792254
11,8,2,1,full,depolarizing,0.1,Z6,-0.00256727,-0.042761978
11,8,2,1,full,depolarizing,0.1,Z7,-0.01007336,-0.151009072
11,8,2,1,full,depolarizing,0.1,Z0Z1,-0.000300725,-0.301142244
11,8,2,1,full,depolarizing,0.1,Z1Z2,0.012492274,-0.008396983
11,8,2,1,full,depolarizing,0.1,Z2Z3,-0.000306878,-0.14074287
11,8,2,1,full,depolarizing,0.1,Z3Z4,0.001224936,0.202742231
11,8,2,1,full,depolarizing,0.1,Z4Z5,0.000247541,0.025717287
11,8,2,1,full,depolarizing,0.1,Z5Z6,0.00265381,0.251268664
11,8,2,1,full,depolarizing,0.1,Z6Z7,0.000235349,0.033320404
11,8,2,1,full,readout,0.001,Z0,0.840303859,0.840303859
11,8,2,1,full,readout,0.001,Z1,-0.27574081,-0.27574081
11,8,2,1,full,readout,0.001,Z2,0.517925413,0.517925413
11,8,2,1,full,readout,0.001,Z3,-0.208359286,-0.208359286
11,8,2,1,full,readout,0.001,Z4,-0.036265532,-0.036265532
11,8,2,1,full,readout,0.001,Z5,0.0792254,0.0792254
11,8,2,1,full,readout,0.001,Z6,-0.042761978,-0.042761978
11,8,2,1,full,readout,0.001,Z7,-0.151009072,-0.151009072
11,8,2,1,full,readout,0.001,Z0Z1,-0.301142244,-0.301142244
11,8,2,1,full,readout,0.001,Z1Z2,-0.008396983,-0.008396983
11,8,2,1,full,readout,0.001,Z2Z3,-0.14074287,-0.14074287
11,8,2,1,full,readout,0.001,Z3Z4,0.202742231,0.202742231
11,8,2,1,full,readout,0.001,Z4Z5,0.025717287,0.025717287
11,8,2,1,full,readout,0.001,Z5Z6,0.251268664,0.251268664
11,8,2,1,full,readout,0.001,Z6Z7,0.033320404,0.033320404
11,8,2,1,full,readout,0.01,Z0,0.840303859,0.840303859
11,8,2,1,full,readout,0.01,Z1,-0.27574081,-0.27574081
11,8,2,1,full,readout,0.01,Z2,0.517925413,0.517925413
11,8,2,1,full,readout,0.01,Z3,-0.208359286,-0.208359286
11,8,2,1,full,readout,0.01,Z4,-0.036265532,-0.036265532
11,8,2,1,full,readout,0.01,Z5,0.0792254,0.0792254
11,8,2,1,full,readout,0.01,Z6,-0.042761978,-0.042761978
11,8,2,1,full,readout,0.01,Z7,-0.151009072,-0.151009072
11,8,2,1,full,readout,0.01,Z0Z1,-0.301142244,-0.301142244
11,8,2,1,full,readout,0.01,Z1Z2,-0.008396983,-0.008396983
11,8,2,1,full,readout,0.01,Z2Z3,-0.14074287,-0.14074287
11,8,2,1,full,readout,0.01,Z3Z4,0.202742231,0.202742231
11,8,2,1,full,readout,0.01,Z4Z5,0.025717287,0.025717287
11,8,2,1,full,readout,0.01,Z5Z6,0.251268664,0.251268664
11,8,2,1,full,readout,0.01,Z6Z7,0.033320404,0.033320404
11,8,2,1,full,readout,0.1,Z0,0.840303859,0.840303859
11,8,2,1,full,readout,0.1,Z1,-0.27574081,-0.27574081
11,8,2,1,full,readout,0.1,Z2,0.517925413,0.517925413
11,8,2,1,full,readout,0.1,Z3,-0.208359286,-0.208359286
11,8,2,1,full,readout,0.1,Z4,-0.036265532,-0.036265532
11,8,2,1,full,readout,0.1,Z5,0.0792254,0.0792254
11,8,2,1,full,readout,0.1,Z6,-0.042761978,-0.042761978
11,8,2,1,full,readout,0.1,Z7,-0.151009072,-0.151009072
11,8,2,1,full,readout,0.1,Z0Z1,-0.301142244,-0.301142244
11,8,2,1,full,readout,0.1,Z1Z2,-0.008396983,-0.008396983
11,8,2,1,full,readout,0.1,Z2Z3,-0.14074287,-0.14074287
11,8,2,1,full,readout,0.1,Z3Z4,0.202742231,0.202742231
11,8,2,1,full,readout,0.1,Z4Z5,0.025717287,0.025717287
11,8,2,1,full,readout,0.1,Z5Z6,0.251268664,0.251268664
11,8,2,1,full,readout,0.1,Z6Z7,0.033320404,0.033320404
12,8,2,1,full,amplitude_damping,0.001,Z0,0.739701389,0.739302127
12,8,2,1,full,amplitude_damping,0.001,Z1,-0.111472852,-0.111802177
12,8,2,1,full,amplitude_damping,0.001,Z2,-0.015302464,-0.016257
12,8,2,1,full,amplitude_damping,0.001,Z3,-0.06379854,-0.065236378
12,8,2,1,full,amplitude_damping,0.001,Z4,-0.609157412,-0.612321088
12,8,2,1,full,amplitude_damping,0.001,Z5,0.615196916,0.614781496
12,8,2,1,full,amplitude_damping,0.001,Z6,-0.502531797,-0.503580144
12,8,2,1,full,amplitude_damping,0.001,Z7,0.18250515,0.181525962
12,8,2,1,full,amplitude_damping,0.001,Z0Z1,-0.0815675,-0.08176926
12,8,2,1,full,amplitude_damping,0.001,Z1Z2,0.2887904,0.290494571
12,8,2,1,full,amplitude_damping,0.001,Z2Z3,0.00487452,0.004942812
12,8,2,1,full,amplitude_damping,0.001,Z3Z4,0.09685337,0.09802935
12,8,2,1,full,amplitude_damping,0.001,Z4Z5,-0.397956531,-0.399777301
12,8,2,1,full,amplitude_damping,0.001,Z5Z6,-0.320786006,-0.321245917
12,8,2,1,full,amplitude_damping,0.001,Z6Z7,-0.124219589,-0.124040043
12,8,2,1,full,amplitude_damping,0.01,Z0,0.743282528,0.739302127
12,8,2,1,full,amplitude_damping,0.01,Z1,-0.108440129,-0.111802177
12,8,2,1,full,amplitude_damping,0.01,Z2,-0.006674137,-0.016257
12,8,2,1,full,amplitude_damping,0.01,Z3,-0.050938685,-0.065236378
12,8,2,1,full,amplitude_damping,0.01,Z4,-0.580819821,-0.612321088
12,8,2,1,full,amplitude_damping,0.01,Z5,0.618933006,0.614781496
12,8,2,1,full,amplitude_damping,0.01,Z6,-0.493056403,-0.503580144
12,8,2,1,full,amplitude_damping,0.01,Z7,0.191303359,0.181525962
12,8,2,1,full,amplitude_damping,0.01,Z0Z1,-0.079689017,-0.08176926
12,8,2,1,full,amplitude_damping,0.01,Z1Z2,0.273704536,0.290494571
12,8,2,1,full,amplitude_damping,0.01,Z2Z3,0.004373512,0.004942812
12,8,2,1,full,amplitude_damping,0.01,Z3Z4,0.086654408,0.09802935
12,8,2,1,full,amplitude_damping,0.01,Z4Z5,-0.381555502,-0.399777301
12,8,2,1,full,amplitude_damping,0.01,Z5Z6,-0.316581657,-0.321245917
12,8,2,1,full,amplitude_damping,0.01,Z6Z7,-0.125737057,-0.124040043
12,8,2,1,full,amplitude_damping,0.1,Z0,0.777881348,0.739302127
12,8,2,1,full,amplitude_damping,0.1,Z1,-0.071284551,-0.111802177
12,8,2,1,full,amplitude_damping,0.1,Z2,0.083002586,-0.016257
12,8,2,1,full,amplitude_damping,0.1,Z3,0.070142585,-0.065236378
12,8,2,1,full,amplitude_damping,0.1,Z4,-0.310899888,-0.612321088
12,8,2,1,full,amplitude_damping,0.1,Z5,0.656027321,0.614781496
12,8,2,1,full,amplitude_damping,0.1,Z6,-0.394308276,-0.503580144
12,8,2,1,full,amplitude_damping,0.1,Z7,0.277852066,0.181525962
12,8,2,1,full,amplitude_damping,0.1,Z0Z1,-0.054442102,-0.08176926
12,8,2,1,full,amplitude_damping,0.1,Z1Z2,0.147555675,0.290494571
12,8,2,1,full,amplitude_damping,0.1,Z2Z3,0.010368344,0.004942812
12,8,2,1,full,amplitude_damping,0.1,Z3Z4,0.020411426,0.09802935
12,8,2,1,full,amplitude_damping,0.1,Z4Z5,-0.216645907,-0.399777301
12,8,2,1,full,amplitude_damping,0.1,Z5Z6,-0.267962624,-0.321245917
12,8,2,1,full,amplitude_damping,0.1,Z6Z7,-0.130972331,-0.124040043
12,8,2,1,full,depolarizing,0.001,Z0,0.646808845,0.739302127
12,8,2,1,full,depolarizing,0.001,Z1,-0.098802756,-0.111802177
12,8,2,1,full,depolarizing,0.001,Z2,-0.014511891,-0.016257
12,8,2,1,full,depolarizing,0.001,Z3,-0.058821792,-0.065236378
12,8,2,1,full,depolarizing,0.001,Z4,-0.557689455,-0.612321088
12,8,2,1,full,depolarizing,0.001,Z5,0.565586206,0.614781496
12,8,2,1,full,depolarizing,0.001,Z6,-0.467962901,-0.503580144
12,8,2,1,full,depolarizing,0.001,Z7,0.16885584,0.181525962
12,8,2,1,full,depolarizing,0.001,Z0Z1,-0.06796915,-0.08176926
12,8,2,1,full,depolarizing,0.001,Z1Z2,0.243745723,0.290494571
12,8,2,1,full,depolarizing,0.001,Z2Z3,0.004191787,0.004942812
12,8,2,1,full,depolarizing,0.001,Z3Z4,0.083974223,0.09802935
12,8,2,1,full,depolarizing,0.001,Z4Z5,-0.345917719,-0.399777301
12,8,2,1,full,depolarizing,0.001,Z5Z6,-0.280774136,-0.321245917
12,8,2,1,full,depolarizing,0.001,Z6Z7,-0.108521529,-0.124040043
12,8,2,1,full,depolarizing,0.01,Z0,0.182339249,0.739302127
12,8,2,1,full,depolarizing,0.01,Z1,-0.030638391,-0.111802177
12,8,2,1,full,depolarizing,0.01,Z2,-0.004950096,-0.016257
12,8,2,1,full,depolarizing,0.01,Z3,-0.022070924,-0.065236378
12,8,2,1,full,depolarizing,0.01,Z4,-0.230179894,-0.612321088
12,8,2,1,full,depolarizing,0.01,Z5,0.256783105,0.614781496
12,8,2,1,full,depolarizing,0.01,Z6,-0.233707014,-0.503580144
12,8,2,1,full,depolarizing,0.01,Z7,0.085095521,0.181525962
12,8,2,1,full,depolarizing,0.01,Z0Z1,-0.011796661,-0.08176926
12,8,2,1,full,depolarizing,0.01,Z1Z2,0.046257438,0.290494571
12,8,2,1,full,depolarizing,0.01,Z2Z3,0.000879822,0.004942812
12,8,2,1,full,depolarizing,0.01,Z3Z4,0.019388068,0.09802935
12,8,2,1,full,depolarizing,0.01,Z4Z5,-0.087852483,-0.399777301
12,8,2,1,full,depolarizing,0.01,Z5Z6,-0.078438814,-0.321245917
12,8,2,1,full,depolarizing,0.01,Z6Z7,-0.030592863,-0.124040043
12,8,2,1,full,depolarizing,0.1,Z0,0.005221845,0.739302127
12,8,2,1,full,depolarizing,0.1,Z1,-0.001128117,-0.111802177
12,8,2,1,full,depolarizing,0.1,Z2,-0.00023434,-0.016257
12,8,2,1,full,depolarizing,0.1,Z3,-0.001343377,-0.065236378
12,8,2,1,full,depolarizing,0.1,Z4,-0.018013127,-0.612321088
12,8,2,1,full,depolarizing,0.1,Z5,0.025836438,0.614781496
12,8,2,1,full,depolarizing,0.1,Z6,-0.030233081,-0.503580144
12,8,2,1,full,depolarizing,0.1,Z7,0.012109049,0.181525962
12,8,2,1,full,depolarizing,0.1,Z0Z1,-8.79E-05,-0.08176926
12,8,2,1,full,depolarizing,0.1,Z1Z2,0.000416712,0.290494571
12,8,2,1,full,depolarizing,0.1,Z2Z3,1.08E-05,0.004942812
12,8,2,1,full,depolarizing,0.1,Z3Z4,0.000305349,0.09802935
12,8,2,1,full,depolarizing,0.1,Z4Z5,-0.001778938,-0.399777301
12,8,2,1,full,depolarizing,0.1,Z5Z6,-0.002042124,-0.321245917
12,8,2,1,full,depolarizing,0.1,Z6Z7,-0.000876121,-0.124040043
12,8,2,1,full,readout,0.001,Z0,0.739302127,0.739302127
12,8,2,1,full,readout,0.001,Z1,-0.111802177,-0.111802177
12,8,2,1,full,readout,0.001,Z2,-0.016257,-0.016257
12,8,2,1,full,readout,0.001,Z3,-0.065236378,-0.065236378
12,8,2,1,full,readout,0.001,Z4,-0.612321088,-0.612321088
12,8,2,1,full,readout,0.001,Z5,0.614781496,0.614781496
12,8,2,1,full,readout,0.001,Z6,-0.503580144,-0.503580144
12,8,2,1,full,readout,0.001,Z7,0.181525962,0.181525962
12,8,2,1,full,readout,0.001,Z0Z1,-0.08176926,-0.08176926
12,8,2,1,full,readout,0.001,Z1Z2,0.290494571,0.290494571
12,8,2,1,full,readout,0.001,Z2Z3,0.004942812,0.004942812
12,8,2,1,full,readout,0.001,Z3Z4,0.09802935,0.09802935
12,8,2,1,full,readout,0.001,Z4Z5,-0.399777301,-0.399777301
12,8,2,1,full,readout,0.001,Z5Z6,-0.321245917,-0.321245917
12,8,2,1,full,readout,0.001,Z6Z7,-0.124040043,-0.124040043
12,8,2,1,full,readout,0.01,Z0,0.739302127,0.739302127
12,8,2,1,full,readout,0.01,Z1,-0.111802177,-0.111802177
12,8,2,1,full,readout,0.01,Z2,-0.016257,-0.016257
12,8,2,1,full,readout,0.01,Z3,-0.065236378,-0.065236378
12,8,2,1,full,readout,0.01,Z4,-0.612321088,-0.612321088
12,8,2,1,full,readout,0.01,Z5,0.614781496,0.614781496
12,8,2,1,full,readout,0.01,Z6,-0.503580144,-0.503580144
12,8,2,1,full,readout,0.01,Z7,0.181525962,0.181525962
12,8,2,1,full,readout,0.01,Z0Z1,-0.08176926,-0.08176926
12,8,2,1,full,readout,0.01,Z1Z2,0.290494571,0.290494571
12,8,2,1,full,readout,0.01,Z2Z3,0.004942812,0.004942812
12,8,2,1,full,readout,0.01,Z3Z4,0.09802935,0.09802935
12,8,2,1,full,readout,0.01,Z4Z5,-0.399777301,-0.399777301
12,8,2,1,full,readout,0.01,Z5Z6,-0.321245917,-0.321245917
12,8,2,1,full,readout,0.01,Z6Z7,-0.124040043,-0.124040043
12,8,2,1,full,readout,0.1,Z0,0.739302127,0.739302127
12,8,2,1,full,readout,0.1,Z1,-0.111802177,-0.111802177
12,8,2,1,full,readout,0.1,Z2,-0.016257,-0.016257
12,8,2,1,full,readout,0.1,Z3,-0.065236378,-0.065236378
12,8,2,1,full,readout,0.1,Z4,-0.612321088,-0.612321088
12,8,2,1,full,readout,0.1,Z5,0.614781496,0.614781496
12,8,2,1,full,readout,0.1,Z6,-0.503580144,-0.503580144
12,8,2,1,full,readout,0.1,Z7,0.181525962,0.181525962
12,8,2,1,full,readout,0.1,Z0Z1,-0.08176926,-0.08176926
12,8,2,1,full,readout,0.1,Z1Z2,0.290494571,0.290494571
12,8,2,1,full,readout,0.1,Z2Z3,0.004942812,0.004942812
12,8,2,1,full,readout,0.1,Z3Z4,0.09802935,0.09802935
12,8,2,1,full,readout,0.1,Z4Z5,-0.399777301,-0.399777301
12,8,2,1,full,readout,0.1,Z5Z6,-0.321245917,-0.321245917
12,8,2,1,full,readout,0.1,Z6Z7,-0.124040043,-0.124040043
13,8,2,1,full,amplitude_damping,0.001,Z0,-0.174418717,-0.175862439
13,8,2,1,full,amplitude_damping,0.001,Z1,-0.325369477,-0.326895671
13,8,2,1,full,amplitude_damping,0.001,Z2,0.883567245,0.887101083
13,8,2,1,full,amplitude_damping,0.001,Z3,-0.233901528,-0.235351858
13,8,2,1,full,amplitude_damping,0.001,Z4,-0.001481621,-0.002490332
13,8,2,1,full,amplitude_damping,0.001,Z5,0.025156792,0.024246745
13,8,2,1,full,amplitude_damping,0.001,Z6,-0.193608899,-0.19432963
13,8,2,1,full,amplitude_damping,0.001,Z7,-0.397978609,-0.398782267
13,8,2,1,full,amplitude_damping,0.001,Z0Z1,0.340064887,0.342964921
13,8,2,1,full,amplitude_damping,0.001,Z1Z2,-0.333159399,-0.33459384
13,8,2,1,full,amplitude_damping,0.001,Z2Z3,-0.237420145,-0.238759295
13,8,2,1,full,amplitude_damping,0.001,Z3Z4,-0.276203269,-0.277668184
13,8,2,1,full,amplitude_damping,0.001,Z4Z5,0.424946131,0.425495758
13,8,2,1,full,amplitude_damping,0.001,Z5Z6,-0.302160534,-0.302777053
13,8,2,1,full,amplitude_damping,0.001,Z6Z7,0.480862487,0.481964328
13,8,2,1,full,amplitude_damping,0.01,Z0,-0.161381223,-0.175862439
13,8,2,1,full,amplitude_damping,0.01,Z1,-0.311565566,-0.326895671
13,8,2,1,full,amplitude_damping,0.01,Z2,0.852426518,0.887101083
13,8,2,1,full,amplitude_damping,0.01,Z3,-0.220817701,-0.235351858
13,8,2,1,full,amplitude_damping,0.01,Z4,0.007597151,-0.002490332
13,8,2,1,full,amplitude_damping,0.01,Z5,0.033345683,0.024246745
13,8,2,1,full,amplitude_damping,0.01,Z6,-0.187104074,-0.19432963
13,8,2,1,full,amplitude_damping,0.01,Z7,-0.390692074,-0.398782267
13,8,2,1,full,amplitude_damping,0.01,Z0Z1,0.314662813,0.342964921
13,8,2,1,full,amplitude_damping,0.01,Z1Z2,-0.320495969,-0.33459384
13,8,2,1,full,amplitude_damping,0.01,Z2Z3,-0.225648133,-0.238759295
13,8,2,1,full,amplitude_damping,0.01,Z3Z4,-0.263158373,-0.277668184
13,8,2,1,full,amplitude_damping,0.01,Z4Z5,0.420043987,0.425495758
13,8,2,1,full,amplitude_damping,0.01,Z5Z6,-0.296602862,-0.302777053
13,8,2,1,full,amplitude_damping,0.01,Z6Z7,0.470955745,0.481964328
13,8,2,1,full,amplitude_damping,0.1,Z0,-0.027311003,-0.175862439
13,8,2,1,full,amplitude_damping,0.1,Z1,-0.167639083,-0.326895671
13,8,2,1,full,amplitude_damping,0.1,Z2,0.603384118,0.887101083
13,8,2,1,full,amplitude_damping,0.1,Z3,-0.087426633,-0.235351858
13,8,2,1,full,amplitude_damping,0.1,Z4,0.098412902,-0.002490332
13,8,2,1,full,amplitude_damping,0.1,Z5,0.115157312,0.024246745
13,8,2,1,full,amplitude_damping,0.1,Z6,-0.120005585,-0.19432963
13,8,2,1,full,amplitude_damping,0.1,Z7,-0.312518856,-0.398782267
13,8,2,1,full,amplitude_damping,0.1,Z0Z1,0.125758504,0.342964921
13,8,2,1,full,amplitude_damping,0.1,Z1Z2,-0.212866822,-0.33459384
13,8,2,1,full,amplitude_damping,0.1,Z2Z3,-0.129952706,-0.238759295
13,8,2,1,full,amplitude_damping,0.1,Z3Z4,-0.144536217,-0.277668184
13,8,2,1,full,amplitude_damping,0.1,Z4Z5,0.376110322,0.425495758
13,8,2,1,full,amplitude_damping,0.1,Z5Z6,-0.239986099,-0.302777053
13,8,2,1,full,amplitude_damping,0.1,Z6Z7,0.374002039,0.481964328
13,8,2,1,full,depolarizing,0.001,Z0,-0.153860481,-0.175862439
13,8,2,1,full,depolarizing,0.001,Z1,-0.28888698,-0.326895671
13,8,2,1,full,depolarizing,0.001,Z2,0.79187515,0.887101083
13,8,2,1,full,depolarizing,0.001,Z3,-0.212210096,-0.235351858
13,8,2,1,full,depolarizing,0.001,Z4,-0.002268143,-0.002490332
13,8,2,1,full,depolarizing,0.001,Z5,0.022306502,0.024246745
13,8,2,1,full,depolarizing,0.001,Z6,-0.180585074,-0.19432963
13,8,2,1,full,depolarizing,0.001,Z7,-0.370948122,-0.398782267
13,8,2,1,full,depolarizing,0.001,Z0Z1,0.285065827,0.342964921
13,8,2,1,full,depolarizing,0.001,Z1Z2,-0.282122494,-0.33459384
13,8,2,1,full,depolarizing,0.001,Z2Z3,-0.202481502,-0.238759295
13,8,2,1,full,depolarizing,0.001,Z3Z4,-0.245209403,-0.277668184
13,8,2,1,full,depolarizing,0.001,Z4Z5,0.371893901,0.425495758
13,8,2,1,full,depolarizing,0.001,Z5Z6,-0.267399683,-0.302777053
13,8,2,1,full,depolarizing,0.001,Z6Z7,0.421666297,0.481964328
13,8,2,1,full,depolarizing,0.01,Z0,-0.043374182,-0.175862439
13,8,2,1,full,depolarizing,0.01,Z1,-0.089582848,-0.326895671
13,8,2,1,full,depolarizing,0.01,Z2,0.270113504,0.887101083
13,8,2,1,full,depolarizing,0.01,Z3,-0.079624792,-0.235351858
13,8,2,1,full,depolarizing,0.01,Z4,-0.00093615,-0.002490332
13,8,2,1,full,depolarizing,0.01,Z5,0.010127427,0.024246745
13,8,2,1,full,depolarizing,0.01,Z6,-0.090186633,-0.19432963
13,8,2,1,full,depolarizing,0.01,Z7,-0.186940669,-0.398782267
13,8,2,1,full,depolarizing,0.01,Z0Z1,0.049448788,0.342964921
13,8,2,1,full,depolarizing,0.01,Z1Z2,-0.057462142,-0.33459384
13,8,2,1,full,depolarizing,0.01,Z2Z3,-0.042499245,-0.238759295
13,8,2,1,full,depolarizing,0.01,Z3Z4,-0.075532141,-0.277668184
13,8,2,1,full,depolarizing,0.01,Z4Z5,0.103903942,0.425495758
13,8,2,1,full,depolarizing,0.01,Z5Z6,-0.082441312,-0.302777053
13,8,2,1,full,depolarizing,0.01,Z6Z7,0.11887023,0.481964328
13,8,2,1,full,depolarizing,0.1,Z0,-0.001242153,-0.175862439
13,8,2,1,full,depolarizing,0.1,Z1,-0.003298475,-0.326895671
13,8,2,1,full,depolarizing,0.1,Z2,0.012787307,0.887101083
13,8,2,1,full,depolarizing,0.1,Z3,-0.00484647,-0.235351858
13,8,2,1,full,depolarizing,0.1,Z4,-7.33E-05,-0.002490332
13,8,2,1,full,depolarizing,0.1,Z5,0.001018979,0.024246745
13,8,2,1,full,depolarizing,0.1,Z6,-0.011666829,-0.19432963
13,8,2,1,full,depolarizing,0.1,Z7,-0.026601562,-0.398782267
13,8,2,1,full,depolarizing,0.1,Z0Z1,0.000366424,0.342964921
13,8,2,1,full,depolarizing,0.1,Z1Z2,-0.001117839,-0.33459384
13,8,2,1,full,depolarizing,0.1,Z2Z3,-0.000520594,-0.238759295
13,8,2,1,full,depolarizing,0.1,Z3Z4,-0.002537856,-0.277668184
13,8,2,1,full,depolarizing,0.1,Z4Z5,0.00270564,0.425495758
13,8,2,1,full,depolarizing,0.1,Z5Z6,-0.002988613,-0.302777053
13,8,2,1,full,depolarizing,0.1,Z6Z7,0.003404215,0.481964328
13,8,2,1,full,readout,0.001,Z0,-0.175862439,-0.175862439
13,8,2,1,full,readout,0.001,Z1,-0.326895671,-0.326895671
13,8,2,1,full,readout,0.001,Z2,0.887101083,0.887101083
13,8,2,1,full,readout,0.001,Z3,-0.235351858,-0.235351858
13,8,2,1,full,readout,0.001,Z4,-0.002490332,-0.002490332
13,8,2,1,full,readout,0.001,Z5,0.024246745,0.024246745
13,8,2,1,full,readout,0.001,Z6,-0.19432963,-0.19432963
13,8,2,1,full,readout,0.001,Z7,-0.398782267,-0.398782267
13,8,2,1,full,readout,0.001,Z0Z1,0.342964921,0.342964921
13,8,2,1,full,readout,0.001,Z1Z2,-0.33459384,-0.33459384
13,8,2,1,full,readout,0.001,Z2Z3,-0.238759295,-0.238759295
13,8,2,1,full,readout,0.001,Z3Z4,-0.277668184,-0.277668184
13,8,2,1,full,readout,0.001,Z4Z5,0.425495758,0.425495758
13,8,2,1,full,readout,0.001,Z5Z6,-0.302777053,-0.302777053
